Total number of words: 2960482
Total number of distinct words: 68360
Popular treshold: 3418
Lower common treshold: 32471
Upper common treshold: 35889
Rare treshold: 64942

Popular words
+---------------+---------+----+
|           Word|Frequency|Rank|
|        perfect|      274| 982|
|       florence|      273| 983|
|         palace|      273| 984|
|     parliament|      273| 985|
|           wood|      273| 986|
|            bit|      272| 987|
|          fault|      272| 988|
|         giving|      272| 989|
|         shadow|      272| 990|
|           shes|      272| 991|
|         strike|      272| 992|
|          guard|      271| 993|
|           moor|      271| 994|
|         praise|      271| 995|
|        getting|      270| 996|
|      happiness|      270| 997|
|     impossible|      270| 998|
|           cast|      269| 999|
|          mercy|      269|1000|
|           grey|      268|1001|
|        shallow|      268|1002|
|         corner|      267|1003|
|         dinner|      267|1004|
|            due|      267|1005|
|         horses|      267|1006|
|         placed|      267|1007|
|         wisdom|      267|1008|
|       property|      266|1009|
|          souls|      266|1010|
|          judge|      265|1011|
|           moon|      265|1012|
|        passing|      265|1013|
|       rosalind|      265|1014|
|         seeing|      265|1015|
|         to-day|      265|1016|
|      attention|      264|1017|
|          faces|      264|1018|
|        outside|      264|1019|
|      questions|      264|1020|
|          trade|      263|1021|
|            car|      262|1022|
|           copy|      262|1023|
|       distance|      262|1024|
|           grew|      262|1025|
|       happened|      262|1026|
|         health|      262|1027|
|          ships|      262|1028|
|           step|      262|1029|
|        villain|      262|1030|
|         favour|      261|1031|
|        license|      261|1032|
|          lower|      261|1033|
|        objects|      261|1034|
|     considered|      260|1035|
|              j|      260|1036|
|         length|      260|1037|
|           mary|      260|1038|
|           pain|      260|1039|
|       patience|      260|1040|
|            sin|      260|1041|
|         walked|      260|1042|
|          roman|      259|1043|
|           sing|      259|1044|
|     buckingham|      258|1045|
|          equal|      258|1046|
|        stopped|      258|1047|
|         battle|      257|1048|
|         bottom|      257|1049|
|      dangerous|      257|1050|
|           deal|      257|1051|
|      to-morrow|      257|1052|
|           wine|      257|1053|
|         behold|      256|1054|
|        courage|      256|1055|
|     difference|      256|1056|
|      interests|      256|1057|
|           wide|      256|1058|
|         easily|      255|1059|
|          teach|      255|1060|
|         worked|      255|1061|
|          worst|      255|1062|
|     afterwards|      254|1063|
|          class|      254|1064|
|          pride|      254|1065|
|        promise|      254|1066|
|          brave|      253|1067|
|       creature|      253|1068|
|          greek|      253|1069|
|         notice|      253|1070|
|        troilus|      253|1071|
|     confidence|      252|1072|
|         rights|      252|1073|
|         spring|      252|1074|
|        support|      252|1075|
|             ho|      250|1076|
|       literary|      250|1077|
|          offer|      249|1078|
|           bold|      248|1079|
|      copyright|      248|1080|
|          flesh|      248|1081|
|            top|      248|1082|
|     difficulty|      247|1083|
|           nose|      247|1084|
|           blow|      246|1085|
|        conduct|      246|1086|
|        suffolk|      246|1087|
|         thanks|      246|1088|
|          blind|      245|1089|
|         lucius|      245|1090|
|         motion|      245|1091|
|           weak|      245|1092|
|          fancy|      244|1093|
|        minutes|      244|1094|
|           rise|      244|1095|
|        thyself|      244|1096|
|        turning|      244|1097|
|         cassio|      243|1098|
|        enemies|      243|1099|
|        william|      243|1100|
